date,debits,credits,category,item,type,source,account
2025-08-17,11.0,0.0,Shopping,BEST BUY 00003236295 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-17,11.04,0.0,Shopping,BEST BUY 00003236295 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-17,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-18,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-18,4.46,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-19,23.53,0.0,Dining,SQ *TAQUERIA 4 HERMANO CHICAGO ILAPPLE PAY ENDING IN 59490002305843022686739122,expense,discover,Discover Card
2025-08-19,11.33,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-19,7.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-20,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-21,5.03,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-21,0.0,14.43,Refund,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,income,discover,Discover Card
2025-08-21,0.0,285.57,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-08-21,5.84,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-21,12.55,0.0,Dining,PEET'S #04904 CHICAGO ILAPPLE PAY ENDING IN 594902193R,expense,discover,Discover Card
2025-08-23,2.81,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-23,4.56,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-23,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-24,6.74,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-24,61.41,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-24,44.85,0.0,Shopping,GLASSESSHOP.COM 8552020123 MI,expense,discover,Discover Card
2025-08-24,0.0,274.76,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-08-24,28.98,0.0,Dining,WENDYS #11531 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-24,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-25,37.55,0.0,Shopping,AMAZON.COM*2J1HU0X73 AMZN.COM/BILLWA30DIHKEUXAS,expense,discover,Discover Card
2025-08-25,1.36,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-25,9.46,0.0,Shopping,SHEIN.COM NEW YORK NYAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-26,4.64,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-26,44.85,0.0,Shopping,GLASSESSHOP.COM 8552020123 MI,expense,discover,Discover Card
2025-08-26,2.71,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-26,14.16,0.0,Dining,PEET'S #04904 CHICAGO ILAPPLE PAY ENDING IN 594902661R,expense,discover,Discover Card
2025-08-26,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-26,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-27,66.12,0.0,Shopping,AMAZON MKTPL*7N2TB9BY3 AMZN.COM/BILLWA1XVRG6RG42B,expense,discover,Discover Card
2025-08-27,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS206KB0ZA0,expense,discover,Discover Card
2025-08-27,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-27,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-28,1.36,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-29,14.38,0.0,Shopping,KLARNA* KLARNA 8445527621 OH,expense,discover,Discover Card
2025-08-30,38.58,0.0,Shopping,AMAZON MKTPL*3B7YJ6OK3 AMZN.COM/BILLWA79P9IK778YM,expense,discover,Discover Card
2025-08-30,0.0,388.08,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-08-31,5.58,0.0,Gas,7-ELEVEN 33582 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-31,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-08-31,10.23,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-01,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-01,27.21,0.0,Dining,MCDONALD'S F335 CHICAGO IL,expense,discover,Discover Card
2025-09-01,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-01,0.0,35.13,Card Payment,GLASSESSHOP.COM 8552020123 MI,transfer,discover,Discover Card
2025-09-02,22.04,0.0,Shopping,GOOGLE *ROBLOX 855-836-3987 CAP1E4OIW9,expense,discover,Discover Card
2025-09-02,2.82,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-02,2.25,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-02,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-03,11.01,0.0,Shopping,AMAZON MKTPL*1P3RU2QW3 AMZN.COM/BILLWA2NZBFRE5O94,expense,discover,Discover Card
2025-09-03,3.53,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-09-03,1.5,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK IL,expense,discover,Discover Card
2025-09-04,22.75,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-09-04,5.86,0.0,Groceries,BURNHAM GROCERS LIQUORS CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-04,9.71,0.0,Dining,MCDONALD'S F20104 CHICAGO IL,expense,discover,Discover Card
2025-09-05,4.64,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-06,26.22,0.0,Groceries,BURNHAM GROCERS LIQUORS CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-06,1.87,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-06,5.82,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-06,9.72,0.0,Dining,STARBUCKS 16696 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-08,1.36,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-08,4.28,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-08,132.98,0.0,Education,STUKENT.COM 8557885368 ID,expense,discover,Discover Card
2025-09-09,2.71,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-09,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-09,5.11,0.0,Dining,WILD FORK FOODS LINCOLN CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-10,51.3,0.0,Shopping,AMAZON.COM*S93LY37F3 AMZN.COM/BILLWA19KARU3VD8B,expense,discover,Discover Card
2025-09-10,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-11,4.52,0.0,Gas,7-ELEVEN 36033 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-11,7.03,0.0,Gas,7-ELEVEN 36033 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-11,6.43,0.0,Dining,STARBUCKS STORE 00282 CHICAGO ILAPPLE PAY ENDING IN 594918CFCBFC8747718672,expense,discover,Discover Card
2025-09-12,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-12,4.08,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-12,14.38,0.0,Shopping,KLARNA* KLARNA 8445527621 OH,expense,discover,Discover Card
2025-09-12,1.52,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-12,5.14,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-12,0.0,132.98,Card Payment,STUKENT.COM 8557885368 ID,transfer,discover,Discover Card
2025-09-13,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-13,6.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-14,6.37,0.0,Dining,STARBUCKS STORE 50882 CHICAGO ILAF3BBCC7133C735974,expense,discover,Discover Card
2025-09-15,14.89,0.0,Shopping,AMAZON MKTPL*V74GI6193 AMZN.COM/BILLWA7FNB04GZ1RQ,expense,discover,Discover Card
2025-09-15,3.53,0.0,Gas,BP#16361905616 FUEL INC CHICAGO IL,expense,discover,Discover Card
2025-09-15,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT RE MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-09-16,7.86,0.0,Shopping,AMAZON MKTPL*FF4G80CV3 AMZN.COM/BILLWA6RH8WPOB3EQ,expense,discover,Discover Card
2025-09-16,24.18,0.0,Shopping,AMAZON.COM*967765HI3 AMZN.COM/BILLWA6FI07N3JSB0,expense,discover,Discover Card
2025-09-16,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-16,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-17,11.8,0.0,Shopping,AMAZON MKTPL*7G47U9GN3 AMZN.COM/BILLWA5A27RVBB60O,expense,discover,Discover Card
2025-09-17,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 5949MVS22NT473A0,expense,discover,Discover Card
2025-09-17,1.5,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-17,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-17,6.63,0.0,Groceries,TRADER JOE S #701 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-17,0.0,14.89,Shopping,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA5G9EV35D1BU,expense,discover,Discover Card
2025-09-18,5.3,0.0,Gas,7-ELEVEN 36033 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-19,4.74,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO IL,expense,discover,Discover Card
2025-09-19,0.0,410.47,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-09-19,10.09,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-19,76.95,0.0,Education,JOHN WILEY & SONS 8777622974 IN,expense,discover,Discover Card
2025-09-19,2.82,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-19,4.46,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-19,9.19,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-20,2.4,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-20,10.23,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-21,15.0,0.0,Transfer,IDENTITY THEFT PROTECT 800-347-3089 UT,income,discover,Discover Card
2025-09-21,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-21,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-21,6.41,0.0,Dining,STARBUCKS STORE 02224 CHICAGO ILAPPLE PAY ENDING IN 5949DC8D10A8542B662444,expense,discover,Discover Card
2025-09-23,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-24,5.88,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 5949,expense,discover,Discover Card
2025-09-25,297.41,0.0,Groceries,TARGET 00018796091 CHICAGO IL,expense,discover,Discover Card
2025-09-29,27.53,0.0,Shopping,AMAZON MKTPL*NV1PD2440 AMZN.COM/BILLWA4NV9O78JLEK,expense,discover,Discover Card
2025-10-02,1.75,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-03,16.35,0.0,Shopping,AMAZON MKTPL*NV07R7QK0 AMZN.COM/BILLWA2I8328ZFR3P,expense,discover,Discover Card
2025-10-03,0.0,12.48,Refund,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,income,discover,Discover Card
2025-10-03,0.0,487.9,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-10-07,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-08,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-09,15.0,0.0,Dining,STARBUCKS 8007827282 800-782-7282 WAAPPLE PAY ENDING IN 2794CYCK3XLHYYCQDNQE,expense,discover,Discover Card
2025-10-11,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-13,3.06,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-13,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-13,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-14,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-14,20.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-14,8.1,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-15,8.81,0.0,Shopping,MICROSOFT*MINECRAFT REAL MSBILL.INFO WAITEM TRANSFERRED FROM PREV ACCOUNT,expense,discover,Discover Card
2025-10-16,3.75,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-16,6.91,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-17,4.64,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-17,4.76,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-18,6.0,0.0,Transit,LYFT *CANCEL FEE 8552800278 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-18,1.33,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-18,1.35,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-18,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-19,31.75,0.0,Transit,LYFT *RIDE SAT 11AM 8552800278 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-19,25.18,0.0,Transit,UBER *EATS 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-19,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-20,2.19,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 2794MVS258Y2G6A0,expense,discover,Discover Card
2025-10-20,13.99,0.0,Subscriptions,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 2794MVS25JX2J5A0,expense,discover,Discover Card
2025-10-20,23.71,0.0,Transit,LYFT *RIDE SUN 8AM 8552800278 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-21,0.0,0.6,Refund,IDENTITY THEFT FEE REFUND - MONTHLY,income,discover,Discover Card
2025-10-21,4.28,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-22,6.62,0.0,Travel,93411 PF CHICAGO S LOOOP CHICAGO IL,expense,discover,Discover Card
2025-10-22,20.0,0.0,Travel,93411 PF CHICAGO S LOOOP CHICAGO IL,expense,discover,Discover Card
2025-10-22,5.05,0.0,Gas,BP#9179938PRIDE OF CHICA CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-22,0.0,8.02,Refund,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,income,discover,Discover Card
2025-10-22,0.0,220.71,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
2025-10-23,4.85,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-23,30.0,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-24,1.55,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-24,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-25,4.28,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-25,4.73,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-27,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-27,5.68,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-27,17.65,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-28,8.59,0.0,Groceries,CARNICERIA LA HACIENDA N CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-29,4.64,0.0,Groceries,BURNHAM GROCERS LIQUORS CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-29,4.28,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-29,10.23,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-29,5.0,0.0,Transit,VENTRA MOBILE 877-669-8368 ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-30,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-31,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-10-31,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-01,1.52,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-01,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-01,25.83,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-02,23.37,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-03,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-04,9.9,0.0,Dining,TST* NYC BAGEL DELI - NO CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-05,41.42,0.0,Transit,UBER *EATS 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-05,5.03,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-05,25.13,0.0,Groceries,WHOLEFDS KBS 10252 CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-07,20.0,0.0,Dining,EL COMMANDANTE AZTECA CHICAGO IL,expense,discover,Discover Card
2025-11-07,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-08,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-08,8.88,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-08,13.99,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-08,14.06,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-09,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-09,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-10,1.84,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-10,6.78,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-10,8.32,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-10,18.67,0.0,Transit,UBER *TRIP 866-576-1039 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-12,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-13,6.91,0.0,Groceries,BURNHAM GROCERS & LIQUOR CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-13,1.75,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-13,15.0,0.0,Dining,STARBUCKS 8007827282 800-782-7282 WAAPPLE PAY ENDING IN 279430QPERSZURM5VMRY,expense,discover,Discover Card
2025-11-14,3.37,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-14,3.49,0.0,Vending & Snacks,MARKET@WORK 2067379149 RENTON WAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-15,8.07,0.0,Gas,BP#16361905616 FUEL INC CHICAGO ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-15,3.25,0.0,Vending & Snacks,CTLP*MARK VEND COMPANY NORTHBROOK ILAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-17,2.58,0.0,Travel,LIME*RIDE MQUD 8885463345 CAAPPLE PAY ENDING IN 2794,expense,discover,Discover Card
2025-11-18,0.0,446.41,Card Payment,INTERNET PAYMENT - THANK YOU,transfer,discover,Discover Card
